"","x"
"22393","reading"
"22394","book"
"22395","yesterday."
"22396","get"
"22397","one."
"22398","like"
"22399","way"
"22400","controls"
"22401","brightness"
"22402","lights"
"22403","turned"
"22404","night."
"22405","1"
"22406","5"
"22407","19-jul-18"
"22408","black"
"22409","spot"
"22410","highly"
"22411","recommend"
"22412","spot!"
"22413","connected"
"22414","kasa"
"22415","camera"
"22416","convenient"
"22417","just"
"22418","ask"
"22419","spot"
"22420",","
"22421","&"
"22422",""
"22423","echo"
"22424","works"
"22425","fine"
"22426","get"
"22427","indundated"
"22428","&"
"22429","great"
"22430","wake"
"22431","music"
"22432","told"
"22433","weather."
"22434","bought"
"22435","replace"
"22436","sony"
"22437","dash"
"22438","(remember"
"22439","?)"
"22440","sony"
"22441","decided"
"22442","pull"
"22443","support"
"22444","entirely."
"22445","works"
"22446","great"
"22447","use"
"22448",":"
"22449","alarm"
"22450","clock,"
"22451","weather"
"22452","station,"
"22453","background"
"22454","music"
"22455","player"
"22456","voice"
"22457","control"
"22458","lights"
"22459","throughout"
"22460","house."
"22461","biggest"
"22462","gripe"
"22463","device"
"22464","knocked"
"22465","star"
"22466","turn"
"22467","suggestions"
"22468","&#34;things"
"22469","try&#34;."
"22470","'s"
"22471","annoying"
"22472","stupid"
"22473","design"
"22474","decision"
"22475","since"
"22476","control"
"22477","turn"
"22478","things"
"22479","want"
"22480","see"
"22481","cycles"
"22482","content"
"22483","screens."
"22484","software"
"22485","update"
"22486","two"
"22487","help"
"22488","improve"
"22489","especially"
"22490","full"
"22491","control"
"22492","want"
"22493","want"
"22494","see"
"22495","content"
"22496","rotation."
"22497","cant"
"22498","turn"
"22499","&#34;things"
"22500","try&#34;"
"22501","screen"
"22502","scroll."
"22503","big"
"22504","promotion"
"22505","device"
"22506","amazon."
"22507","packing"
"22508","sending"
"22509","back."
"22510","really"
"22511","want"
"22512","get"
"22513","heads."
"22514","enough"
"22515","already."
"22516","0"
"22517","5"
"22518","19-jul-18"
"22519","black"
"22520","spot"
"22521","love"
"22522","everything"
"22523","product"
"22524","bought"
"22525","two"
"22526","one"
"22527","household"
"22528","one"
"22529","mother"
"22530","law"
"22531","just"
"22532","can"
"22533","video"
"22534","chat"
"22535","emergency"
"22536","it’s"
"22537","easy"
"22538","use"
"22539","older"
"22540","folks."
"22541","1"
"22542","2"
"22543","19-jul-18"
"22544","black"
"22545","spot"
"22546","thing"
"22547","woke"
"22548","middle"
"22549","night"
"22550","saying"
"22551","“ready"
"22552","setup”."
"22553","already"
"22554","setup."
"22555","simple"
"22556","thing"
"22557","check"
"22558","time"
"22559","asking."
"22560","wife"
"22561","happy..."
"22562","0"
"22563","4"
"22564","19-jul-18"
"22565","white"
"22566","spot"
"22567","echo"
"22568","spot"
"22569","really"
"22570","great."
"22571","just"
"22572","got"
"22573","easy"
"22574","set"
"22575","."
"22576","one"
"22577","problem."
"22578","advertise"
"22579","show"
"22580","screen"
"22581","time"
"22582","weather"
"22583","town."
"22584","sadly"
"22585","way"
"22586","make"
"22587","home"
"22588","screen."
"22589","home"
"22590","screen"
"22591","just"
"22592","time����."
"22593","spoke"
"22594","support"
"22595","wonderful"
"22596","lady"
"22597","tried"
"22598","researched"
"22599","45"
"22600","minutes"
"22601","avail."
"22602","disappointed"
"22603","wanted"
"22604","screen"
"22605","time"
"22606","just"
"22607","occasional"
"22608","screen"
"22609","rotate."
"22610","hoping"
"22611","will"
"22612","something"
"22613","."
"22614","it’s"
"22615","great"
"22616","1"
"22617","1"
"22618","19-jul-18"
"22619","black"
"22620","spot"
"22621",""""
"22622","product"
"22623","attractive"
"22624","somewhat"
"22625","useful,"
"22626",","
"22627","amazon"
"22628","chose"
"22629","force"
"22630","users"
"22631","view"
"22632","“things"
"22633","try”"
"22634","trending”."
"22635","greatly"
"22636","depreciates"
"22637","value"
"22638","product."
"22639","buy"
"22640","unless"
"22641","willing"
"22642","view"
"22643","billboard"
"22644","amazon."""
"22645","0"
"22646","5"
"22647","19-jul-18"
"22648","black"
"22649","spot"
"22650",""""
"22651","echo"
"22652","spot"
"22653","really"
"22654","helped"
"22655","streamline"
"22656","day"
"22657","efficient!"
"22658","reminds"
"22659","appointments,"
"22660","warns"
"22661","traffic"
"22662","snarls,"
"22663","tells"
"22664","weather"
"22665","every"
"22666","day"
"22667","suggesting"
"22668","new"
"22669","music"
"22670","introducing"
"22671","new"
"22672","artists."""
"22673","1"
"22674","5"
"22675","19-jul-18"
"22676","black"
"22677","spot"
"22678","1"
"22679","5"
"22680","19-jul-18"
"22681","black"
"22682","spot"
"22683","""come"
"22684","-"
"22685","amaonmazing!"
"22686","way"
"22687","smart"
"22688","speaker."
"22689","wake-"
"22690","alarm,"
"22691","security"
"22692","blanket,"
"22693","infotainment"
"22694","center"
"22695","--one."
"22696","connection"
"22697","world"
"22698","night"
"22699","hours"
"22700","im"
"22701","mostly"
"22702","sleepy"
"22703","zonked-"
"22704","zzzzzzz..."
"22705","can"
"22706","still"
"22707","access"
"22708","world"
"22709","without"
"22710","reading-glasses"
"22711","late"
"22712","night."
"22713","sounds"
"22714","amazing"
"22715","size."
"22716","can"
"22717","hear"
"22718","im"
"22719","far"
"22720","awake"
"22721","(mostly)."
"22722","say,"
"22723","&#34;"
"22724","must-"
"22725","device&#34;."
"22726","yep,"
"22727","true"
"22728","statement."""
"22729","1"
"22730","5"
"22731","19-jul-18"
"22732","black"
"22733","spot"
"22734","""got"
"22735","one"
"22736","son"
"22737","prime"
"22738","day."
"22739","love"
"22740","!"
"22741","want"
"22742","one"
"22743","every"
"22744","room,"
"22745","excessive."""
"22746","1"
"22747","5"
"22748","19-jul-18"
"22749","black"
"22750","spot"
"22751","one"
"22752","word:"
"22753","amazing!"
"22754","best"
"22755","tech"
"22756","purchase"
"22757","ever"
"22758","made"
"22759","controls"
"22760","devices"
"22761","house"
"22762","even"
"22763","pool!"
"22764","1"
"22765","5"
"22766","19-jul-18"
"22767","white"
"22768","spot"
"22769","i’m"
"22770","leaving"
"22771","don’t"
"22772","enough"
"22773","attention"
"22774","span"
"22775","read"
"22776","instructions."
"22777","can"
"22778","stop"
"22779","screen"
"22780","rotations.swipe"
"22781","clock"
"22782","screenselect"
"22783","settingshome"
"22784","&"
"22785","clockhome"
"22786","cardsrotate"
"22787","onceproblem"
"22788","solved"
"22789","1"
"22790","5"
"22791","19-jul-18"
"22792","white"
"22793","spot"
"22794","nicely"
"22795","constructed."
"22796","wife"
"22797","wanted"
"22798","second"
"22799","kitchen"
"22800","order"
"22801","second"
"22802","one."
"22803","1"
"22804","3"
"22805","19-jul-18"
"22806","black"
"22807","spot"
"22808","1"
"22809","5"
"22810","19-jul-18"
"22811","black"
"22812","spot"
"22813",""""
"22814","love"
"22815","little"
"22816","gadget,"
"22817","replaces"
"22818","old"
"22819","clock"
"22820","basically,"
"22821","love"
"22822","can"
"22823","listen"
"22824","music"
"22825","morning"
"22826","get"
"22827","weather"
"22828","updates,"
"22829","news"
"22830","briefs."
"22831","lets"
"22832","know"
"22833","amazon"
"22834","order"
"22835","arriving"
"22836","&"
"22837","delivered"
"22838","etc."
"22839","yes"
"22840","little"
"22841","pricey,"
"22842","purchased"
"22843","amazon"
"22844","prime"
"22845","now"
"22846","prime"
"22847","day"
"22848","delivered"
"22849","day"
"22850","$99."""
"22851","1"
"22852","5"
"22853","19-jul-18"
"22854","black"
"22855","spot"
"22856","https://www.amazon.com/dp/b073sqyxtw/ref=cm_cr_ryp_prd_ttl_sol_18"
"22857","1"
"22858","4"
"22859","19-jul-18"
"22860","black"
"22861","spot"
"22862",""""
"22863","love"
"22864","little"
"22865","echo"
"22866","spot,"
"22867","replaced"
"22868","older"
"22869","full"
"22870","size"
"22871","echo"
"22872","little"
"22873","guy."
"22874","round"
"22875","screen"
"22876","interesting"
"22877","choice"
"22878","im"
"22879","sure"
"22880","like"
"22881","look"
"22882","growing"
"22883","."
"22884","speakers"
"22885","slightly"
"22886","louder"
"22887","solid"
"22888","echo"
"22889","product."
"22890","1"
"22891","2"
"22892","19-jul-18"
"22893","black"
"22894","spot"
"22895","good"
"22896","siri,"
"22897","still"
"22898","positives,"
"22899","great"
"22900","playing"
"22901","music,"
"22902","setting"
"22903","alarms."
"22904","personally"
"22905","felt"
"22906","paid"
"22907","much"
"22908","product,"
"22909","nearly"
"22910","half"
"22911","prime"
"22912","day"
"22913","(literally"
"22914","day"
"22915","purchased"
"22916",")."
"22917","im"
"22918","pretty"
"22919","disappointed."
"22920","might"
"22921","still"
"22922","return"
"22923","get"
"22924","money"
"22925","back."
"22926","."""
"22927","0"
"22928","4"
"22929","19-jul-18"
"22930","black"
"22931","spot"
"22932",""""
"22933","received"
"22934","gift,"
"22935","writing"
"22936","initial"
"22937","thoughts:"
"22938","(compared"
"22939","google"
"22940","home"
"22941","mini)pros:"
"22942","way"
"22943","easier"
"22944","setup"
"22945","google"
"22946","home"
"22947","mini."
"22948","able"
"22949","connect"
"22950","smart"
"22951","home"
"22952","device"
"22953","(unlike"
"22954","google)"
"22955","without"
"22956","issues."
"22957","making"
"22958","phone"
"22959","calls"
"22960","clearer"
"22961","receiver"
"22962","understand"
"22963",".cons:"
"22964","need"
"22965","enable"
"22966","skills"
"22967","get"
"22968","functionality."
"22969","google"
"22970","home"
"22971","built"
"22972","functionality"
"22973","search"
"22974","web"
"22975","answer"
"22976","questions"
"22977","easier"
"22978","amazon"
"22979","echo."
"22980","connect"
"22981","youtube."""
"22982","1"
"22983","5"
"22984","19-jul-18"
"22985","black"
"22986","spot"
"22987","love"
"22988","1"
"22989","5"
"22990","18-jul-18"
"22991","white"
"22992","spot"
"22993","well-made"
"22994","product.echo"
"22995","spot"
"22996","-"
"22997","white"
"22998","1"
"22999","5"
"23000","18-jul-18"
"23001","black"
"23002","spot"
"23003","""installed"
"23004","back"
"23005","porch,"
"23006","works"
"23007","well!"
"23008","get"
"23009","wall"
"23010","mount"
"23011",","
"23012","also"
"23013","works"
"23014","well."""
"23015","1"
"23016","5"
"23017","18-jul-18"
"23018","black"
"23019","spot"
"23020","""thank"
"23021","god,"
"23022","alarm"
"23023","clock"
"23024","lcd"
"23025","gets"
"23026","dim"
"23027","enough"
"23028","sleep."
"23029","im"
"23030","light"
"23031","sensitive"
"23032","sleeper"
"23033","wind"
"23034","taping"
"23035","black"
"23036","tape"
"23037","stuff"
"23038","bed"
"23039","room."
"23040","guy."
"23041","alexa"
"23042","features"
"23043","nice"
"23044","listening"
"23045","music"
"23046","night"
"23047","great."
"23048","enjoy"
"23049","falling"
"23050","asleep"
"23051","meditation"
"23052","podcasts"
"23053","though"
"23054","use"
"23055","skill"
"23056","anypod"
"23057","get"
"23058","podcasts"
"23059","like."
"23060","video"
"23061","kinda"
"23062","tiny"
"23063","useless"
"23064","size"
"23065","thats"
"23066","expected."
"23067","audio"
"23068","quality"
"23069","much"
"23070","better"
"23071","echo"
"23072","dot."""
"23073","1"
"23074","5"
"23075","18-jul-18"
"23076","white"
"23077","spot"
"23078",""""
"23079","love"
"23080","thing."
"23081","first"
"23082","thought"
"23083","wouldn’t"
"23084","stay"
"23085","clock"
"23086","suffer"
"23087","ads"
"23088","forever"
"23089","lights"
"23090","sits"
"23091","clock"
"23092","it’s"
"23093","comfortable"
"23094","eyes,"
"23095","easy"
"23096","set"
"23097","."
"23098","love"
"23099",""""
"23100","1"
"23101","5"
"23102","18-jul-18"
"23103","white"
"23104","spot"
"23105","""got"
"23106",","
"23107","expected,"
"23108","great!"
"23109","almost"
"23110","swell"
"23111","show."""
"23112","1"
"23113","5"
"23114","18-jul-18"
"23115","black"
"23116","spot"
"23117","""love"
"23118","thing."
"23119","people"
"23120","think"
"23121","i’m"
"23122","crazy"
"23123","paying"
"23124","much"
"23125","glorified"
"23126","alarm"
"23127","clock."
"23128","don’t"
"23129","care!!"
"23130",","
"23131","waking"
"23132","good"
"23133","mood"
"23134","pretty"
"23135","important"
"23136","helps"
"23137","!!"
"23138","glad"
"23139","don’t"
"23140","deal"
"23141","old"
"23142","eeaanh"
"23143","eeaanh"
"23144","eeaanh"
"23145","alarm."
"23146","excited"
"23147","say"
"23148","“alexa,"
"23149","turn"
"23150","lights”"
"23151","(smart"
"23152","plugs"
"23153","get"
"23154","soon!)"
"23155","got"
"23156","camera"
"23157","privacy"
"23158","slide"
"23159","since"
"23160","bedroom."""
"23161","1"
"23162","5"
"23163","18-jul-18"
"23164","black"
"23165","spot"
"23166",""""
"23167","absolutely"
"23168","love"
"23169","!"
"23170","user"
"23171","friendly"
"23172","got"
"23173","kasa"
"23174","cam"
"23175","go"
"23176","monitor"
"23177","living"
"23178","room."
"23179","super"
"23180","easy"
"23181","set"
"23182","operate."
"23183","wish"
"23184","actually"
"23185","came"
"23186","camera"
"23187","privacy"
"23188","cover"
"23189","pivoting"
"23190","stand"
"23191","can"
"23192","buy"
"23193","separately."
"23194","i’m"
"23195","looking"
"23196","forward"
"23197","future"
"23198","software"
"23199","updates"
"23200","different"
"23201","clock"
"23202","faces."
"23203","like"
"23204","digital"
"23205","miss"
"23206","colon"
"23207","hours"
"23208","minutes"
"23209","."
"23210","i’d"
"23211","also"
"23212","like"
"23213","see"
"23214","celebs"
"23215","jump"
"23216","board"
"23217","alarm"
"23218","voices."
"23219","really"
"23220","complaints,"
"23221","i’m"
"23222","nit"
"23223","picky"
"23224","point."
"23225","worth"
"23226","every"
"23227","penny!"""
"23228","1"
"23229","5"
"23230","18-jul-18"
"23231","black"
"23232","spot"
"23233","surprisingly"
"23234","good"
"23235","beefy"
"23236","sound"
"23237","thing."
"23238","think"
"23239","might"
"23240","shape"
"23241","one"
"23242","favorite"
"23243","echo"
"23244","devices."
"23245","nearly"
"23246","."
"23247",";-)"
"23248","1"
"23249","5"
"23250","18-jul-18"
"23251","black"
"23252","spot"
"23253","""given"
"23254","gift"
"23255","wife,"
"23256","compliment"
"23257","echo."
"23258","loves"
"23259","."""
"23260","1"
"23261","5"
"23262","18-jul-18"
"23263","white"
"23264","spot"
"23265","gift."
"23266","one"
"23267","love"
"23268","."
"23269","words"
"23270","songs"
"23271","great"
"23272","live"
"23273","face"
"23274","chose"
"23275","clock."
"23276","favorite"
"23277","echo"
"23278","(unless"
"23279","listening"
"23280","music)."
"23281","1"
"23282","5"
"23283","17-jul-18"
"23284","black"
"23285","spot"
"23286","""i’ve"
"23287","little"
"23288","3"
"23289","weeks"
"23290","now"
"23291","absolutely"
"23292","love"
"23293","!"
"23294","it’s"
"23295","easy"
"23296","use."
"23297","i’m"
"23298","basically"
"23299","using"
"23300","smart"
"23301","alarm"
"23302","can"
"23303","way"
"23304","."
"23305","screen"
"23306","quality"
"23307","great"
"23308","looks"
"23309","super"
"23310","cute"
"23311","sitting"
"23312","night"
"23313","stand."
"23314","don’t"
"23315","know"
"23316","lived"
"23317","without"
"23318","long."
"23319","can’t"
"23320","decide"
"23321","whether"
"23322","buy"
"23323",","
"23324","go"
"23325","!"
"23326","won’t"
"23327","regret"
"23328","!!"""
"23329","1"
"23330","2"
"23331","17-jul-18"
"23332","black"
"23333","spot"
"23334","fairly"
"23335","useless."
"23336","0"
"23337","1"
"23338","17-jul-18"
"23339","black"
"23340","spot"
"23341","bought"
"23342","spot"
"23343","loved"
"23344","."
"23345","within"
"23346","months"
"23347","started"
"23348","acting"
"23349","funny"
"23350","stop"
"23351","working—called"
"23352","determined"
"23353","overheating."
"23354","told"
"23355","unplug"
"23356","technical"
"23357","support"
"23358","call"
"23359","within"
"23360","24-48"
"23361","hours."
"23362","waited"
"23363","48"
"23364","hours"
"23365","without"
"23366","response"
"23367","replied"
"23368","email"
"23369","asked"
"23370","wait"
"23371","week."
"23372","week"
"23373","goes"
"23374","absolutely"
"23375","response"
"23376","inline"
"23377","chat"
"23378","per"
"23379","instructions."
"23380","told"
"23381","wait"
"23382","longer."
"23383","really????"
"23384","unacceptable—expected"
"23385","amazon."
"23386","find"
"23387","funny"
"23388","always"
"23389","thank"
"23390","prime"
"23391","member"
"23392","issue"
"23393","arises"
"23394","even"
"23395","get"
"23396","assistance."
"23397","0"
"23398","4"
"23399","17-jul-18"
"23400","white"
"23401","spot"
"23402","""much"
"23403","easier"
"23404","use"
"23405","dot."
"23406","picks"
"23407","voice"
"23408","farther"
"23409","away"
"23410","speakers"
"23411","seem"
"23412","lot"
"23413","cleaner"
"23414","sounding"
"23415","screen"
"23416","nice"
"23417","perk"
"23418","use"
"23419","bed"
"23420","time"
"23421","listen"
"23422","prime"
"23423","shows"
"23424","bed,"
"23425","screen"
"23426","small"
"23427","watch"
"23428","shows.."
"23429","displays"
"23430","alarm"
"23431","print"
"23432","know"
"23433","alexa"
"23434","heard"
"23435","correctly."
"23436","can"
"23437","make"
"23438","clock"
"23439","face"
"23440","personal"
"23441","pictures."
"23442","complaint"
"23443","dont"
"23444","add"
"23445","stand"
"23446","standard."
"23447","didnt"
"23448","need"
"23449","spot"
"23450","desk"
"23451","definitely"
"23452","needed"
"23453","beside"
"23454","bed.many"
"23455","people"
"23456","complain"
"23457","basic"
"23458","alexa"
"23459","program"
"23460","still"
"23461","new"
"23462","tech"
"23463","im"
"23464","going"
"23465","split"
"23466","hairs."
"23467","echo"
"23468","good"
"23469","dot"
"23470","spot"
"23471","better"
"23472","dot."
"23473","alexa"
"23474","gets"
"23475","better"
"23476","time"
"23477","skills"
"23478","increasing"
"23479","weekly."
"23480","now"
"23481","alexa"
"23482","even"
"23483","tells"
"23484","difference"
"23485","son"
"23486","voice."
"23487","think"
"23488","amazon"
"23489","working"
"23490","overtime"
"23491","project."
"23492","gave"
"23493","feedback"
"23494","ask"
"23495","able"
"23496","self"
"23497","made"
"23498","lists"
"23499","now"
"23500","can"
"23501","make"
"23502","name"
"23503","lists"
"23504","anything."
"23505","used"
"23506","alexa"
"23507","talk"
"23508","even"
"23509","im"
"23510","staying"
"23511","hotel"
"23512","shes"
"23513","found."
"23514","alexa,"
"23515","time"
"23516","?"
"23517","alexa???!!"
"23518","1"
"23519","5"
"23520","17-jul-18"
"23521","white"
"23522","spot"
"23523","buying"
"23524","another"
"23525","product"
"23526","option"
"23527","bundle"
"23528","one"
"23529","extra"
"23530","$30..."
"23531","thought"
"23532","?"
"23533","well,"
"23534","im"
"23535","glad"
"23536","!"
"23537","really"
"23538","enjoying"
"23539","echo"
"23540","spot."
"23541","reads"
"23542","stories"
"23543","girls,"
"23544","plays"
"23545","music,"
"23546","gives"
"23547","us"
"23548","news,"
"23549","much"
"23550","!"
"23551","responsive"
"23552","many"
"23553","skills"
"23554","enjoy."
"23555","1"
"23556","1"
"23557","17-jul-18"
"23558","black"
"23559","spot"
"23560","size"
"23561","screen"
"23562","thing"
"23563","$25"
"23564","0"
"23565","3"
"23566","17-jul-18"
"23567","black"
"23568","spot"
"23569","1"
"23570","6"
"23571","echo"
"23572","devices"
"23573","house"
"23574","currently"
"23575","deployed"
"23576","bedside"
"23577","alarm"
"23578","clock."
"23579","use"
"23580","basically"
"23581","echo"
"23582","dot"
"23583","clock"
"23584","attached"
"23585","may"
"23586","occasionally"
"23587","pull"
"23588","camera"
"23589","video."
"23590","audio"
"23591","quality"
"23592","screen"
"23593","quality"
"23594","really"
"23595","appropriate"
"23596","music"
"23597","watching"
"23598","video."
"23599","much"
"23600","time"
"23601","works"
"23602","well"
"23603","alarm"
"23604","clock,"
"23605","serious"
"23606","flaws,"
"23607","particularly"
"23608","last"
"23609","one"
"23610","bed"
"23611","first"
"23612","wake."
"23613","doesn’t"
"23614","seem"
"23615","like"
"23616","engineers"
"23617","actually"
"23618","tested"
"23619","bedroom"
"23620","2"
"23621","people"
"23622","different"
"23623","schedules."
"23624","try"
"23625","walking"
"23626","dark"
"23627","bedroom"
"23628","sleeping"
"23629","wife"
"23630","waking"
"23631","saying"
"23632","“alexa"
"23633","set"
"23634","alarm"
"23635","5am”"
"23636","alexa"
"23637","repeat"
"23638","“ok"
"23639","alarm"
"23640","set"
"23641","5am.”"
"23642","good."
"23643","suppose"
"23644","whisper"
"23645","fumble"
"23646","volume"
"23647","button"
"23648","stupid."
"23649","plain"
"23650","simple,"
"23651","device"
"23652","needs"
"23653","brought"
"23654","1990’s"
"23655","simple"
"23656","touch"
"23657","screen"
"23658","interface"
"23659","added"
"23660","set"
"23661","alarm."
"23662","know"
"23663","cumbersome"
"23664","interface"
"23665","situations"
"23666","one"
"23667","can"
"23668","set"
"23669","alarm"
"23670","alexa"
"23671","app"
"23672","phone."
"23673","thanks,"
"23674","i’m"
"23675","picking"
"23676","phone"
"23677","set"
"23678","alarm"
"23679","will"
"23680","just"
"23681","use"
"23682","built"
"23683","alarm"
"23684","save"
"23685","step."
"23686","least"
"23687","engineers"
"23688","allow"
"23689","alarm"
"23690","turned"
"23691","touch"
"23692","screen,"
"23693","example"
"23694","wake"
"23695","minutes"
"23696","early"
"23697","can"
"23698","cancel"
"23699","alarm"
"23700","without"
"23701","speaking"
"23702","waking"
"23703","spouse."
"23704","interface"
"23705","using"
"23706","touch"
"23707","screen"
"23708","cancel"
"23709","alarm"
"23710","gone"
"23711","however"
"23712","great."
"23713","separate"
"23714","snooze"
"23715","cancel"
"23716","buttons."
"23717","currently"
"23718","touch"
"23719","snoozes"
"23720","swipe"
"23721","cancels."
"23722","easy"
"23723","half"
"23724","awake"
"23725","snooze"
"23726","think"
"23727","cancelled."
"23728","snoozed"
"23729","alarm"
"23730","goes"
"23731","minutes"
"23732","later,"
"23733","amused"
"23734","longer"
"23735","sleeping"
"23736","wife"
"23737","will"
"23738","let"
"23739","know"
"23740","summoning"
"23741","alexa"
"23742","turn"
"23743","bathroom"
"23744","lights"
"23745","i’m"
"23746","shower."
"23747","1"
"23748","5"
"23749","17-jul-18"
"23750","black"
"23751","spot"
"23752","bought"
"23753","mother"
"23754","loves"
"23755","!"
"23756","want"
"23757","get"
"23758","one"
"23759","now!"
"23760","1"
"23761","5"
"23762","17-jul-18"
"23763","black"
"23764","spot"
"23765","1"
"23766","1"
"23767","17-jul-18"
"23768","black"
"23769","spot"
"23770","invasive"
"23771","scared"
"23772","crap"
"23773","speaking"
"23774","spoken"
"23775","!"
"23776","creapy"
"23777","af"
"23778","0"
"23779","4"
"23780","16-jul-18"
"23781","black"
"23782","spot"
"23783","4"
"23784","5"
"23785","stars."
"23786","original"
"23787","tall"
"23788","echo,"
"23789","4"
"23790","dots,"
"23791","2"
"23792","spots"
"23793","1"
"23794","show."
"23795","thing"
"23796","im"
"23797","finding"
"23798","problem"
"23799","speakers"
"23800","spot."
"23801","using"
"23802","drop"
"23803","."
"23804","sometimes"
"23805","im"
"23806","heard"
"23807","spot"
"23808","vice"
"23809","versa."
"23810","voices"
"23811","tends"
"23812","break"
"23813","sound"
"23814","coming"
"23815","intermittent."
"23816","optical"
"23817","fine........"
"23818","just"
"23819","sound."
"23820","sometimes"
"23821","ill"
"23822","repeat"
"23823","wake"
"23824","word"
"23825","2-3"
"23826","times"
"23827","im"
"23828","8"
"23829","feet"
"23830","away"
"23831","plus"
"23832","one"
"23833","$20"
"23834","stands."
"23835","find"
"23836","echo"
"23837","dot,"
"23838","original"
"23839","echo"
"23840","show"
"23841","much"
"23842","better"
"23843","sound"
"23844","quality."
"23845","thats"
"23846","one"
"23847","reason"
"23848","bought"
"23849","echo"
"23850","show."""
"23851","1"
"23852","5"
"23853","16-jul-18"
"23854","black"
"23855","spot"
"23856",""""
"23857","bought"
"23858","90"
"23859","year"
"23860","old"
"23861","grandmother"
"23862","love"
"23863","!!!"
"23864","can"
"23865","call"
"23866","family"
"23867","members"
"23868","just"
"23869","voice,"
"23870","play"
"23871","games,"
"23872","even"
"23873","watch"
"23874","video"
"23875","love"
"23876","can"
"23877","“drop"
"23878","in”"
"23879","time"
"23880","see"
"23881","."
"23882","lives"
"23883","."
"23884","feel"
"23885","comfortable"
"23886","emergency"
"23887","call"
"23888","alexa"
"23889","help!!"""
"23890","1"
"23891","1"
"23892","16-jul-18"
"23893","black"
"23894","spot"
"23895","0"
"23896","5"
"23897","16-jul-18"
"23898","black"
"23899","spot"
"23900",""""
"23901","love"
"23902","thing!"
"23903","plays"
"23904","books"
"23905","audible"
"23906","prime"
"23907","music"
"23908","sets"
"23909","alarms!"
"23910","you’re"
"23911","considering"
"23912","purchasing"
"23913","one,"
"23914","get"
"23915","."
"23916","it’s"
"23917","worth"
"23918","."""
"23919","1"
"23920","5"
"23921","16-jul-18"
"23922","white"
"23923","spot"
"23924","think"
"23925","can"
"23926","read"
"23927","mind"
"23928","1"
"23929","5"
"23930","16-jul-18"
"23931","black"
"23932","spot"
"23933","perfect"
"23934","1"
"23935","5"
"23936","16-jul-18"
"23937","black"
"23938","spot"
"23939","""love"
"23940","spot!"
"23941","favorite"
"23942","feature"
"23943","&#34;alexa,"
"23944","start"
"23945","day.&#34;"
"23946","love"
"23947","can"
"23948","hear"
"23949","weather,"
"23950","traffic"
"23951","even"
"23952","word"
"23953","day!"
"23954","even"
"23955","goes"
"23956","right"
"23957","favorite"
"23958","podcast"
"23959","get"
"23960","dressed!"""
"23961","1"
"23962","5"
"23963","15-jul-18"
"23964","black"
"23965","spot"
"23966","works."
"23967","replaced"
"23968","expired"
"23969","bedside"
"23970","radio/alarm."
"23971","took"
"23972","realize"
"23973","option"
"23974","setting"
"23975","involved"
"23976","using"
"23977","touch"
"23978","screen.maybe"
"23979","said"
"23980","something"
"23981","setup"
"23982","process."
"23983","1"
"23984","5"
"23985","15-jul-18"
"23986","white"
"23987","spot"
"23988","""works"
"23989","great"
"23990","love"
"23991",","
"23992","grand"
"23993","daughter"
"23994","digs"
"23995","watching"
"23996","cartoons"
"23997","lol"""
"23998","1"
"23999","5"
"24000","15-jul-18"
"24001","black"
"24002","spot"
"24003","gift"
"24004","husband."
"24005","great!"
"24006","1"
"24007","5"
"24008","15-jul-18"
"24009","white"
"24010","spot"
"24011","just"
"24012","said"
"24013","desired"
"24014","assistant"
"24015","came"
"24016","across"
"24017","spot!"
"24018","mom"
"24019","two"
"24020","things"
"24021","can"
"24022","get"
"24023","hectic"
"24024","really"
"24025","quickly"
"24026","trying"
"24027","manage"
"24028","everyone’s"
"24029","schedules"
"24030","&"
"24031","."
"24032","just"
"24033","verbally"
"24034","tell"
"24035","alexa"
"24036","reminder"
"24037","timer"
"24038","need"
"24039","set"
"24040","voila!"
"24041","spot"
"24042","given"
"24043","virtual"
"24044","assistant"
"24045","desired"
"24046","without"
"24047","actually"
"24048","hire"
"24049","someone."
"24050","mention"
"24051","many"
"24052","awesome"
"24053","features."
"24054","alexa"
"24055","synced"
"24056","audible"
"24057","&"
"24058","kindle"
"24059","&"
"24060","alex"
"24061","can"
"24062","read"
"24063","book"
"24064","libraries"
"24065",".i’m"
"24066","still"
"24067","excited"
"24068","see"
"24069","else"
"24070","spot"
"24071","can"
"24072","!side"
"24073","note:"
"24074","wanted"
"24075","purchase"
"24076","show"
"24077","&"
"24078","probably"
"24079","still"
"24080","will"
"24081","line"
"24082","however"
"24083","sooooo"
"24084","love"
"24085","sleek"
"24086","little"
"24087","sopt!"
"24088","1"
"24089","1"
"24090","15-jul-18"
"24091","black"
"24092","spot"
"24093",""""
"24094","love"
"24095","product"
"24096",","
"24097","disappointed"
"24098","realized"
"24099","can"
"24100","longer"
"24101","play"
"24102","youtube"
"24103","videos."
"24104","im"
"24105","now"
"24106","past"
"24107","30"
"24108","days"
"24109","return"
"24110","date."
"24111","realizing"
"24112","now"
"24113","expensive"
"24114","alarm"
"24115","clock."
"24116","hoping"
"24117","youtube"
"24118","comes"
"24119","back."
"24120","looking"
"24121","buy"
"24122","echo"
"24123","show"
"24124","kitchen"
"24125","prime"
"24126","day."
"24127","glad"
"24128","didnt."""
"24129","0"
"24130","5"
"24131","15-jul-18"
"24132","black"
"24133","spot"
